Date,Close
1998-12-04,117.97
1998-12-07,119.25
1998-12-08,118.47
1998-12-09,118.81
1998-12-10,116.81
1998-12-11,117.06
1998-12-14,114.47
1998-12-15,116.63
1998-12-16,116.41
1998-12-17,118.5
1998-12-18,119.02
1998-12-21,120.31
1998-12-22,120.53
1998-12-23,122.81
1998-12-24,122.69
1998-12-28,122.63
1998-12-29,124.31
1998-12-30,123.38
1998-12-31,122.88
1999-01-04,122.88
1999-01-05,124.44
1999-01-06,127.5
1999-01-07,126.94
1999-01-08,127.5
1999-01-11,126.28
1999-01-12,124.0
1999-01-13,123.31
1999-01-14,121.16
1999-01-15,124.31
1999-01-19,125.28
1999-01-20,125.63
1999-01-21,123.59
1999-01-22,122.56
1999-01-25,123.63
1999-01-26,125.5
1999-01-27,124.47
1999-01-28,126.66
1999-01-29,127.88
1999-02-01,127.09
1999-02-02,126.28
1999-02-03,127.19
1999-02-04,124.84
1999-02-05,124.0
1999-02-08,124.38
1999-02-09,121.86
1999-02-10,122.69
1999-02-11,125.69
1999-02-12,123.5
1999-02-16,124.38
1999-02-17,122.75
1999-02-18,123.94
1999-02-19,123.94
1999-02-22,127.69
1999-02-23,127.5
1999-02-24,125.41
1999-02-25,124.75
1999-02-26,123.91
1999-03-01,123.78
1999-03-02,122.81
1999-03-03,123.13
1999-03-04,125.0
1999-03-05,127.81
1999-03-08,128.52
1999-03-09,128.25
1999-03-10,129.03
1999-03-11,130.22
1999-03-12,129.53
1999-03-15,131.16
1999-03-16,130.98
1999-03-17,130.25
1999-03-18,132.16
1999-03-19,130.06
1999-03-22,129.91
1999-03-23,126.41
1999-03-24,126.94
1999-03-25,129.13
1999-03-26,128.47
1999-03-29,131.22
1999-03-30,130.34
1999-03-31,128.63
1999-04-01,129.38
1999-04-05,132.38
1999-04-06,131.94
1999-04-07,132.88
1999-04-08,134.53
1999-04-09,134.88
1999-04-12,136.06
1999-04-13,135.19
1999-04-14,133.03
1999-04-15,132.63
1999-04-16,132.13
1999-04-19,128.91
1999-04-20,130.63
1999-04-21,133.69
1999-04-22,135.97
1999-04-23,135.75
1999-04-26,136.13
1999-04-27,136.56
1999-04-28,135.34
1999-04-29,134.56
1999-04-30,133.47
1999-05-03,135.63
1999-05-04,133.31
1999-05-05,134.97
1999-05-06,133.5
1999-05-07,134.63
1999-05-10,134.22
1999-05-11,135.72
1999-05-12,136.63
1999-05-13,137.02
1999-05-14,134.3
1999-05-17,134.31
1999-05-18,133.63
1999-05-19,134.81
1999-05-20,134.31
1999-05-21,133.42
1999-05-24,131.09
1999-05-25,128.84
1999-05-26,130.66
1999-05-27,128.44
1999-05-28,130.59
1999-06-01,129.88
1999-06-02,129.78
1999-06-03,130.28
1999-06-04,131.94
1999-06-07,133.75
1999-06-08,132.16
1999-06-09,132.16
1999-06-10,130.91
1999-06-11,129.81
1999-06-14,129.78
1999-06-15,130.59
1999-06-16,133.48
1999-06-17,134.66
1999-06-18,134.31
1999-06-21,134.94
1999-06-22,133.7
1999-06-23,133.28
1999-06-24,131.69
1999-06-25,131.66
1999-06-28,133.38
1999-06-29,135.13
1999-06-30,136.75
1999-07-01,138.06
1999-07-02,139.19
1999-07-06,138.72
1999-07-07,139.56
1999-07-08,139.56
1999-07-09,140.22
1999-07-12,140.06
1999-07-13,139.5
1999-07-14,139.84
1999-07-15,141.13
1999-07-16,142.0
1999-07-19,141.0
1999-07-20,137.8
1999-07-21,137.88
1999-07-22,136.14
1999-07-23,135.75
1999-07-26,135.0
1999-07-27,136.5
1999-07-28,136.73
1999-07-29,134.38
1999-07-30,133.09
1999-08-02,132.94
1999-08-03,132.36
1999-08-04,130.69
1999-08-05,131.56
1999-08-06,130.06
1999-08-09,130.05
1999-08-10,128.22
1999-08-11,130.53
1999-08-12,130.02
1999-08-13,133.19
1999-08-16,133.38
1999-08-17,134.7
1999-08-18,133.56
1999-08-19,132.88
1999-08-20,133.88
1999-08-23,136.39
1999-08-24,136.5
1999-08-25,138.44
1999-08-26,136.5
1999-08-27,135.16
1999-08-30,132.66
1999-08-31,132.5
1999-09-01,133.56
1999-09-02,132.25
1999-09-03,136.19
1999-09-07,135.52
1999-09-08,134.91
1999-09-09,135.13
1999-09-10,135.45
1999-09-13,134.81
1999-09-14,134.06
1999-09-15,132.08
1999-09-16,132.38
1999-09-17,133.72
1999-09-20,133.63
1999-09-21,130.91
1999-09-22,131.16
1999-09-23,128.0
1999-09-24,128.06
1999-09-27,128.28
1999-09-28,128.19
1999-09-29,126.78
1999-09-30,128.38
1999-10-01,128.34
1999-10-04,130.63
1999-10-05,130.19
1999-10-06,132.63
1999-10-07,132.0
1999-10-08,133.72
1999-10-11,133.81
1999-10-12,131.41
1999-10-13,128.66
1999-10-14,128.41
1999-10-15,124.81
1999-10-18,125.56
1999-10-19,126.08
1999-10-20,129.22
1999-10-21,128.63
1999-10-22,130.34
1999-10-25,129.5
1999-10-26,128.25
1999-10-27,130.13
1999-10-28,134.5
1999-10-29,136.56
1999-11-01,135.94
1999-11-02,134.81
1999-11-03,135.69
1999-11-04,136.47
1999-11-05,137.22
1999-11-08,137.94
1999-11-09,136.72
1999-11-10,137.75
1999-11-11,138.38
1999-11-12,139.75
1999-11-15,139.81
1999-11-16,142.44
1999-11-17,141.56
1999-11-18,142.81
1999-11-19,142.5
1999-11-22,142.47
1999-11-23,140.88
1999-11-24,142.06
1999-11-26,141.44
1999-11-29,141.0
1999-11-30,139.25
1999-12-01,140.13
1999-12-02,141.13
1999-12-03,143.69
1999-12-06,142.75
1999-12-07,141.94
1999-12-08,140.63
1999-12-09,141.0
1999-12-10,142.0
1999-12-13,142.13
1999-12-14,140.81
1999-12-15,141.8
1999-12-16,142.38
1999-12-17,142.38
1999-12-20,141.69
1999-12-21,143.34
1999-12-22,143.75
1999-12-23,146.09
1999-12-27,145.81
1999-12-28,146.14
1999-12-29,146.34
1999-12-30,146.63
1999-12-31,146.88
2000-01-03,145.56
2000-01-04,140.06
2000-01-05,140.28
2000-01-06,140.34
2000-01-07,144.44
2000-01-10,145.81
2000-01-11,144.09
2000-01-12,143.34
2000-01-13,145.13
2000-01-14,146.5
2000-01-18,145.63
2000-01-19,145.69
2000-01-20,144.5
2000-01-21,144.13
2000-01-24,140.06
2000-01-25,141.0
2000-01-26,140.67
2000-01-27,140.0
2000-01-28,136.47
2000-01-31,139.44
2000-02-01,140.19
2000-02-02,141.3
2000-02-03,142.84
2000-02-04,142.78
2000-02-07,142.72
2000-02-08,144.28
2000-02-09,141.41
2000-02-10,141.88
2000-02-11,139.13
2000-02-14,139.25
2000-02-15,140.75
2000-02-16,139.09
2000-02-17,139.06
2000-02-18,135.19
2000-02-22,135.42
2000-02-23,136.52
2000-02-24,135.69
2000-02-25,133.75
2000-02-28,135.06
2000-02-29,136.91
2000-03-01,138.31
2000-03-02,138.72
2000-03-03,141.31
2000-03-06,139.39
2000-03-07,135.94
2000-03-08,137.05
2000-03-09,140.59
2000-03-10,140.0
2000-03-13,138.88
2000-03-14,136.5
2000-03-15,139.5
2000-03-16,146.31
2000-03-17,146.69
2000-03-20,145.98
2000-03-21,149.72
2000-03-22,150.0
2000-03-23,152.63
2000-03-24,153.28
2000-03-27,152.5
2000-03-28,151.0
2000-03-29,151.03
2000-03-30,148.88
2000-03-31,150.56
2000-04-03,150.77
2000-04-04,150.0
2000-04-05,148.88
2000-04-06,150.31
2000-04-07,151.78
2000-04-10,150.78
2000-04-11,150.06
2000-04-12,146.63
2000-04-13,144.0
2000-04-14,135.81
2000-04-17,140.06
2000-04-18,144.22
2000-04-19,143.0
2000-04-20,143.38
2000-04-24,143.0
2000-04-25,147.88
2000-04-26,146.38
2000-04-27,146.5
2000-04-28,145.22
2000-05-01,147.19
2000-05-02,144.63
2000-05-03,141.63
2000-05-04,141.31
2000-05-05,143.34
2000-05-08,142.53
2000-05-09,141.63
2000-05-10,138.59
2000-05-11,141.11
2000-05-12,142.41
2000-05-15,145.38
2000-05-16,147.0
2000-05-17,145.25
2000-05-18,144.06
2000-05-19,140.88
2000-05-22,140.41
2000-05-23,137.56
2000-05-24,140.41
2000-05-25,138.88
2000-05-26,138.31
2000-05-30,142.63
2000-05-31,142.41
2000-06-01,145.17
2000-06-02,148.09
2000-06-05,147.25
2000-06-06,146.34
2000-06-07,147.56
2000-06-08,146.56
2000-06-09,146.34
2000-06-12,145.28
2000-06-13,147.47
2000-06-14,147.5
2000-06-15,148.25
2000-06-16,146.88
2000-06-19,148.66
2000-06-20,147.81
2000-06-21,147.95
2000-06-22,145.53
2000-06-23,144.38
2000-06-26,145.75
2000-06-27,145.56
2000-06-28,145.63
2000-06-29,144.44
2000-06-30,145.38
2000-07-03,147.28
2000-07-05,145.09
2000-07-06,145.88
2000-07-07,148.09
2000-07-10,147.97
2000-07-11,148.38
2000-07-12,149.59
2000-07-13,149.88
2000-07-14,150.88
2000-07-17,151.06
2000-07-18,149.69
2000-07-19,148.44
2000-07-20,149.81
2000-07-21,148.25
2000-07-24,146.66
2000-07-25,147.44
2000-07-26,146.16
2000-07-27,145.5
2000-07-28,142.25
2000-07-31,143.44
2000-08-01,144.0
2000-08-02,144.27
2000-08-03,145.5
2000-08-04,146.53
2000-08-07,148.13
2000-08-08,148.56
2000-08-09,147.69
2000-08-10,146.56
2000-08-11,147.44
2000-08-14,149.38
2000-08-15,149.02
2000-08-16,148.38
2000-08-17,149.94
2000-08-18,149.67
2000-08-21,150.36
2000-08-22,150.23
2000-08-23,150.91
2000-08-24,151.44
2000-08-25,151.09
2000-08-28,151.78
2000-08-29,151.5
2000-08-30,150.63
2000-08-31,152.25
2000-09-01,152.56
2000-09-05,151.25
2000-09-06,149.69
2000-09-07,150.75
2000-09-08,149.75
2000-09-11,149.47
2000-09-12,148.75
2000-09-13,148.88
2000-09-14,148.53
2000-09-15,146.75
2000-09-18,144.69
2000-09-19,146.08
2000-09-20,145.22
2000-09-21,145.03
2000-09-22,145.16
2000-09-25,144.13
2000-09-26,142.89
2000-09-27,142.81
2000-09-28,146.19
2000-09-29,143.78
2000-10-02,143.81
2000-10-03,142.63
2000-10-04,143.58
2000-10-05,143.88
2000-10-06,141.0
2000-10-09,140.44
2000-10-10,138.88
2000-10-11,136.56
2000-10-12,133.16
2000-10-13,137.56
2000-10-16,137.47
2000-10-17,135.48
2000-10-18,134.41
2000-10-19,139.05
2000-10-20,139.88
2000-10-23,140.0
2000-10-24,140.13
2000-10-25,136.92
2000-10-26,136.75
2000-10-27,138.38
2000-10-30,140.25
2000-10-31,142.97
2000-11-01,142.41
2000-11-02,143.03
2000-11-03,143.11
2000-11-06,143.7
2000-11-07,143.66
2000-11-08,141.25
2000-11-09,140.41
2000-11-10,136.97
2000-11-13,135.38
2000-11-14,138.75
2000-11-15,139.13
2000-11-16,137.77
2000-11-17,137.47
2000-11-20,134.69
2000-11-21,135.16
2000-11-22,132.5
2000-11-24,134.84
2000-11-27,135.5
2000-11-28,133.81
2000-11-29,134.64
2000-11-30,131.63
2000-12-01,131.88
2000-12-04,133.0
2000-12-05,138.13
2000-12-06,135.53
2000-12-07,134.98
2000-12-08,137.66
2000-12-11,138.63
2000-12-12,137.75
2000-12-13,136.53
2000-12-14,134.19
2000-12-15,131.45
2000-12-18,132.38
2000-12-19,130.56
2000-12-20,126.69
2000-12-21,127.69
2000-12-22,130.86
2000-12-26,131.89
2000-12-27,133.13
2000-12-28,133.61
2000-12-29,132.25
2001-01-02,128.25
2001-01-03,135.0
2001-01-04,133.41
2001-01-05,130.25
2001-01-08,129.75
2001-01-09,130.13
2001-01-10,131.66
2001-01-11,132.77
2001-01-12,131.91
2001-01-16,132.58
2001-01-17,132.94
2001-01-18,135.05
2001-01-19,134.48
2001-01-22,134.63
2001-01-23,136.13
2001-01-24,136.69
2001-01-25,136.06
2001-01-26,135.78
2001-01-29,136.65
2001-01-30,137.75
2001-01-31,137.06
2001-02-01,137.48
2001-02-02,135.08
2001-02-05,135.89
2001-02-06,135.42
2001-02-07,134.22
2001-02-08,133.48
2001-02-09,131.83
2001-02-12,133.14
2001-02-13,132.12
2001-02-14,132.15
2001-02-15,132.96
2001-02-16,130.46
2001-02-20,128.32
2001-02-21,125.6
2001-02-22,125.52
2001-02-23,124.89
2001-02-26,127.21
2001-02-27,126.35
2001-02-28,124.15
2001-03-01,124.49
2001-03-02,123.77
2001-03-05,124.4
2001-03-06,125.87
2001-03-07,126.64
2001-03-08,126.9
2001-03-09,123.67
2001-03-12,118.44
2001-03-13,120.2
2001-03-14,117.2
2001-03-15,117.71
2001-03-16,115.31
2001-03-19,117.3
2001-03-20,114.25
2001-03-21,112.34
2001-03-22,111.9
2001-03-23,114.25
2001-03-26,115.5
2001-03-27,118.51
2001-03-28,115.45
2001-03-29,114.98
2001-03-30,116.12
2001-04-02,114.54
2001-04-03,110.67
2001-04-04,110.31
2001-04-05,115.22
2001-04-06,113.05
2001-04-09,114.0
2001-04-10,117.09
2001-04-11,116.96
2001-04-12,118.55
2001-04-16,118.23
2001-04-17,119.42
2001-04-18,124.14
2001-04-19,125.72
2001-04-20,124.36
2001-04-23,122.7
2001-04-24,121.13
2001-04-25,123.1
2001-04-26,123.74
2001-04-27,125.55
2001-04-30,125.21
2001-05-01,126.95
2001-05-02,126.89
2001-05-03,125.16
2001-05-04,126.95
2001-05-07,126.57
2001-05-08,126.52
2001-05-09,125.87
2001-05-10,125.99
2001-05-11,124.82
2001-05-14,125.23
2001-05-15,125.3
2001-05-16,128.96
2001-05-17,129.31
2001-05-18,129.62
2001-05-21,131.77
2001-05-22,131.37
2001-05-23,129.29
2001-05-24,129.7
2001-05-25,128.23
2001-05-29,127.3
2001-05-30,125.29
2001-05-31,126.1
2001-06-01,126.64
2001-06-04,127.17
2001-06-05,128.87
2001-06-06,127.53
2001-06-07,128.24
2001-06-08,127.0
2001-06-11,125.94
2001-06-12,126.13
2001-06-13,124.74
2001-06-14,122.48
2001-06-15,121.62
2001-06-18,121.08
2001-06-19,121.46
2001-06-20,122.6
2001-06-21,123.86
2001-06-22,122.75
2001-06-25,122.13
2001-06-26,121.84
2001-06-27,121.31
2001-06-28,122.89
2001-06-29,123.2
2001-07-02,123.9
2001-07-03,124.08
2001-07-05,122.13
2001-07-06,119.19
2001-07-09,120.1
2001-07-10,118.35
2001-07-11,118.27
2001-07-12,121.16
2001-07-13,121.9
2001-07-16,120.6
2001-07-17,121.67
2001-07-18,121.1
2001-07-19,121.83
2001-07-20,121.45
2001-07-23,119.36
2001-07-24,117.39
2001-07-25,119.3
2001-07-26,120.75
2001-07-27,121.0
2001-07-30,120.82
2001-07-31,121.46
2001-08-01,121.96
2001-08-02,122.38
2001-08-03,121.87
2001-08-06,120.45
2001-08-07,120.83
2001-08-08,118.65
2001-08-09,118.74
2001-08-10,119.44
2001-08-13,119.49
2001-08-14,119.11
2001-08-15,118.28
2001-08-16,118.62
2001-08-17,116.64
2001-08-20,117.56
2001-08-21,116.13
2001-08-22,117.05
2001-08-23,116.7
2001-08-24,119.0
2001-08-27,118.49
2001-08-28,116.64
2001-08-29,115.4
2001-08-30,113.28
2001-08-31,113.92
2001-09-04,113.65
2001-09-05,113.65
2001-09-06,111.1
2001-09-07,109.13
2001-09-10,109.83
2001-09-17,104.3
2001-09-18,103.9
2001-09-19,102.02
2001-09-20,98.96
2001-09-21,96.85
2001-09-24,100.48
2001-09-25,101.4
2001-09-26,101.0
2001-09-27,102.05
2001-09-28,104.25
2001-10-01,104.0
2001-10-02,105.38
2001-10-03,107.34
2001-10-04,107.1
2001-10-05,107.26
2001-10-08,106.53
2001-10-09,105.87
2001-10-10,108.4
2001-10-11,110.01
2001-10-12,109.45
2001-10-15,109.3
2001-10-16,110.06
2001-10-17,107.9
2001-10-18,107.21
2001-10-19,107.55
2001-10-22,109.26
2001-10-23,108.8
2001-10-24,108.77
2001-10-25,110.31
2001-10-26,110.77
2001-10-29,108.23
2001-10-30,106.2
2001-10-31,106.27
2001-11-01,108.67
2001-11-02,109.06
2001-11-05,110.58
2001-11-06,112.29
2001-11-07,111.96
2001-11-08,112.35
2001-11-09,112.44
2001-11-12,112.16
2001-11-13,114.39
2001-11-14,114.62
2001-11-15,114.6
2001-11-16,114.31
2001-11-19,115.53
2001-11-20,114.81
2001-11-21,114.15
2001-11-23,115.52
2001-11-26,116.22
2001-11-27,115.4
2001-11-28,113.34
2001-11-29,114.48
2001-11-30,114.3
2001-12-03,113.36
2001-12-04,115.0
2001-12-05,117.64
2001-12-06,117.3
2001-12-07,116.45
2001-12-10,114.46
2001-12-11,114.19
2001-12-12,114.29
2001-12-13,112.36
2001-12-14,112.9
2001-12-17,113.99
2001-12-18,114.93
2001-12-19,115.5
2001-12-20,114.69
2001-12-21,114.66
2001-12-24,114.73
2001-12-26,115.25
2001-12-27,115.93
2001-12-28,116.21
2001-12-31,114.89
2002-01-02,115.59
2002-01-03,116.76
2002-01-04,117.41
2002-01-07,116.7
2002-01-08,116.36
2002-01-09,115.7
2002-01-10,115.96
2002-01-11,114.77
2002-01-14,114.12
2002-01-15,114.88
2002-01-16,113.05
2002-01-17,114.13
2002-01-18,113.08
2002-01-22,112.25
2002-01-23,113.14
2002-01-24,113.54
2002-01-25,113.59
2002-01-28,113.63
2002-01-29,110.28
2002-01-30,111.61
2002-01-31,113.24
2002-02-01,112.6
2002-02-04,109.7
2002-02-05,109.27
2002-02-06,108.7
2002-02-07,108.38
2002-02-08,109.97
2002-02-11,111.59
2002-02-12,111.11
2002-02-13,112.26
2002-02-14,111.98
2002-02-15,110.83
2002-02-19,108.74
2002-02-20,110.32
2002-02-21,108.6
2002-02-22,109.37
2002-02-25,111.5
2002-02-26,111.36
2002-02-27,111.55
2002-02-28,111.19
2002-03-01,113.66
2002-03-04,115.93
2002-03-05,115.21
2002-03-06,116.81
2002-03-07,116.33
2002-03-08,116.89
2002-03-11,117.34
2002-03-12,117.1
2002-03-13,115.9
2002-03-14,115.86
2002-03-15,116.79
2002-03-18,116.76
2002-03-19,117.35
2002-03-20,115.43
2002-03-21,115.6
2002-03-22,115.09
2002-03-25,113.43
2002-03-26,114.08
2002-03-27,114.67
2002-03-28,114.91
2002-04-01,114.83
2002-04-02,113.93
2002-04-03,112.74
2002-04-04,112.89
2002-04-05,112.53
2002-04-08,112.81
2002-04-09,112.05
2002-04-10,113.35
2002-04-11,110.72
2002-04-12,111.33
2002-04-15,110.63
2002-04-16,113.12
2002-04-17,113.05
2002-04-18,112.76
2002-04-19,112.85
2002-04-22,111.14
2002-04-23,110.38
2002-04-24,109.59
2002-04-25,109.43
2002-04-26,107.95
2002-04-29,106.92
2002-04-30,107.98
2002-05-01,108.96
2002-05-02,108.77
2002-05-03,107.67
2002-05-06,105.62
2002-05-07,105.23
2002-05-08,109.16
2002-05-09,107.65
2002-05-10,105.98
2002-05-13,107.82
2002-05-14,110.09
2002-05-15,109.55
2002-05-16,110.35
2002-05-17,111.11
2002-05-20,109.64
2002-05-21,108.48
2002-05-22,109.05
2002-05-23,110.16
2002-05-24,108.85
2002-05-28,107.9
2002-05-29,107.25
2002-05-30,107.01
2002-05-31,107.23
2002-06-03,104.3
2002-06-04,104.41
2002-06-05,105.5
2002-06-06,103.42
2002-06-07,103.26
2002-06-10,103.56
2002-06-11,101.89
2002-06-12,102.64
2002-06-13,101.5
2002-06-14,101.29
2002-06-17,104.19
2002-06-18,104.24
2002-06-19,102.54
2002-06-20,101.2
2002-06-21,99.19
2002-06-24,99.69
2002-06-25,97.9
2002-06-26,97.62
2002-06-27,99.45
2002-06-28,99.25
2002-07-01,97.08
2002-07-02,95.02
2002-07-03,95.69
2002-07-05,99.3
2002-07-08,98.03
2002-07-09,95.61
2002-07-10,92.29
2002-07-11,93.15
2002-07-12,92.46
2002-07-15,92.1
2002-07-16,90.58
2002-07-17,91.0
2002-07-18,88.33
2002-07-19,84.8
2002-07-22,82.21
2002-07-23,80.0
2002-07-24,84.75
2002-07-25,84.2
2002-07-26,85.6
2002-07-29,90.23
2002-07-30,90.7
2002-07-31,91.38
2002-08-01,88.64
2002-08-02,86.66
2002-08-05,83.73
2002-08-06,86.4
2002-08-07,88.15
2002-08-08,90.98
2002-08-09,91.26
2002-08-12,90.7
2002-08-13,88.75
2002-08-14,92.41
2002-08-15,93.4
2002-08-16,93.22
2002-08-19,95.52
2002-08-20,94.27
2002-08-21,95.5
2002-08-22,96.76
2002-08-23,94.52
2002-08-26,95.28
2002-08-27,93.9
2002-08-28,92.3
2002-08-29,92.3
2002-08-30,92.1
2002-09-03,88.21
2002-09-04,89.75
2002-09-05,88.47
2002-09-06,89.86
2002-09-09,90.8
2002-09-10,91.55
2002-09-11,91.5
2002-09-12,89.26
2002-09-13,89.54
2002-09-16,89.73
2002-09-17,87.97
2002-09-18,87.49
2002-09-19,84.85
2002-09-20,84.66
2002-09-23,83.59
2002-09-24,82.15
2002-09-25,84.11
2002-09-26,85.87
2002-09-27,82.85
2002-09-30,81.6
2002-10-01,85.0
2002-10-02,83.05
2002-10-03,82.05
2002-10-04,80.39
2002-10-07,78.82
2002-10-08,80.11
2002-10-09,78.0
2002-10-10,80.66
2002-10-11,83.9
2002-10-14,84.47
2002-10-15,88.42
2002-10-16,86.37
2002-10-17,88.18
2002-10-18,88.65
2002-10-21,90.29
2002-10-22,89.32
2002-10-23,89.97
2002-10-24,88.58
2002-10-25,90.04
2002-10-28,89.42
2002-10-29,88.6
2002-10-30,89.45
2002-10-31,88.86
2002-11-01,90.53
2002-11-04,91.15
2002-11-05,91.97
2002-11-06,92.77
2002-11-07,90.57
2002-11-08,89.87
2002-11-11,88.05
2002-11-12,88.75
2002-11-13,88.68
2002-11-14,90.87
2002-11-15,91.38
2002-11-18,90.5
2002-11-19,90.23
2002-11-20,91.94
2002-11-21,93.9
2002-11-22,93.62
2002-11-25,93.8
2002-11-26,91.85
2002-11-27,94.35
2002-11-29,93.98
2002-12-02,93.89
2002-12-03,92.55
2002-12-04,92.37
2002-12-05,91.16
2002-12-06,91.81
2002-12-09,89.69
2002-12-10,90.92
2002-12-11,91.04
2002-12-12,90.75
2002-12-13,89.5
2002-12-16,91.68
2002-12-17,90.93
2002-12-18,89.64
2002-12-19,89.08
2002-12-20,89.69
2002-12-23,89.93
2002-12-24,89.33
2002-12-26,89.03
2002-12-27,87.68
2002-12-30,88.09
2002-12-31,88.18
2003-01-02,91.13
2003-01-03,91.13
2003-01-06,93.13
2003-01-07,92.56
2003-01-08,91.2
2003-01-09,93.0
2003-01-10,92.97
2003-01-13,92.88
2003-01-14,93.44
2003-01-15,92.12
2003-01-16,91.83
2003-01-17,90.48
2003-01-21,89.03
2003-01-22,88.04
2003-01-23,89.06
