scen,noise,method,tc,m,w,tc_true,m_true,w_true,fit_mse
40,white,LM,1.1797235467544094,0.8494139508318349,6.997349232144802,1.1904339076352446,0.7239139466922982,6.9663782220319055,0.020725869173980997
41,white,LM,1.094569059869936,0.7216381950945444,9.928544773641658,1.0679210858217199,0.7667159932606695,9.35275432160155,0.00310941386348132
42,white,LM,1.1361634012409192,0.3363416290530704,7.44383846024746,1.100539330818183,0.43166519185021,6.8138526913984565,0.0025611769584805966
43,white,LM,1.1559444445436937,0.17596750490363997,8.854122186007324,1.172785579990158,0.11661892892948274,9.17773633424823,0.007486567120508219
44,white,LM,1.1407868437885746,0.7480924917853125,11.623204758638478,1.1308671214741957,0.6668985907100222,11.581734032578616,0.012056007947081207
45,white,LM,1.0642271297941734,0.20861931380813434,9.49844614848827,1.0766379298420488,0.31652685567774774,9.945382392155874,0.012014048988194054
46,white,LM,1.0146618020118432,0.3374575325519314,7.7742773706157875,1.0191777704907392,0.2664623244914499,8.080169632683456,0.010896764622464332
47,white,LM,1.194457009613288,0.27716083987316686,10.116359527755984,1.1903995266343155,0.25676611001322625,10.044274476919652,0.0005343855678585263
48,white,LM,1.0945033684148113,0.5182890805061106,5.943610474675071,1.1174436521745725,0.5628111206065117,6.441962612904192,0.006392026355388722
49,white,LM,1.1058254904297593,0.11847337257275449,8.87261127946712,1.115968703676047,0.10864754749884638,9.1788872049785,0.016429360000791045
50,white,LM,1.118894165936648,0.7268850070353571,11.130528583111696,1.1189532414407317,0.7397328168596705,11.139199787086831,0.0001659849854409706
51,white,LM,1.033954288026474,0.5424105505365915,7.502710259464118,1.0296561620032771,0.45479003249691785,7.536367587746925,0.016189617900453285
52,white,LM,1.1079475847223033,0.36432226932589673,12.155255556750411,1.1115634718195302,0.3420521600693286,12.257323282946079,0.00038171859861373645
53,white,LM,1.0990342367053756,0.671472615538856,10.15264767739524,1.1121847650056074,0.6810797677428856,10.570671048979712,0.0016794083523720294
54,white,LM,0.996015935684166,0.935895099088047,4.639992042239404,1.115734698192791,0.8870204103747549,6.244325018329489,0.013542076050265668
55,white,LM,1.0897645917376053,0.21652510943912992,13.119968760952037,1.0368424292999765,0.38409510586855056,11.611437685545571,0.006976575815314878
56,white,LM,1.089162855447438,0.7293091469092677,7.2078673711301455,1.1413583489938655,0.6093893656283467,8.181141841603006,0.008583878213894992
57,white,LM,1.0172644139568132,0.29770367007963955,11.04029801308036,1.0139483377824074,0.3591084234175449,10.807276955234567,0.009047535467827043
58,white,LM,1.064945714369807,0.5065172876110852,12.45645768705703,1.0647141313345712,0.508941786851564,12.455825754040738,0.00016991307128379302
59,white,LM,1.0168942196390605,0.4084217523891955,10.208647185608278,1.0212859501840756,0.45613505371916696,10.28765916839496,0.01051450216852675
60,white,LM,1.2406325879781943,0.5197042924862162,9.425576139102047,1.1490096999454094,0.7047777872515467,7.5768868744668865,0.007904647737410432
61,white,LM,1.1005780353477634,0.284100805426745,9.676806375234396,1.0999151409089802,0.2997149603446947,9.637245037907778,0.0007921360955829251
62,white,LM,1.091386268413936,0.5305253355396741,12.794861097494902,1.092890060483215,0.5289839076005317,12.846385290675439,0.00012947601428519242
63,white,LM,1.0173222431017388,0.10410979401227317,9.38300714832177,1.0146799546392737,0.10778975929678546,9.224394967822812,0.014232289812849973
64,white,LM,1.0783344152666268,0.7278655384415572,6.298333854172954,1.0880670088194784,0.7431821005074953,6.42243471441074,0.001593407511895415
65,white,LM,1.046496009524484,0.366876976093853,12.01771574628426,1.0445241189895467,0.3870386017883404,11.999539955883822,0.0037485918790752786
66,white,LM,1.0616597848782763,0.45390954000208084,12.531143359186018,1.0603537304006827,0.45010396744792147,12.455937553075819,0.00011934960599148667
67,white,LM,1.075600307701493,0.3068188029867969,6.995946878257594,1.0785553801319758,0.3155343859931701,7.089768426978059,0.003265791462268485
68,white,LM,1.1304592692704092,0.2012306487315552,6.711791287425311,1.1407630774391309,0.23715518727526144,6.825529076291504,0.02006634747570114
69,white,LM,1.1550489699065243,0.2898497230440782,9.936909324191715,1.1566460436001713,0.2805882715207728,10.007412752102084,0.00704520002029997
70,white,LM,1.0704195456275774,0.47388993006993685,10.589400440576437,1.0710828875037055,0.45391423215473936,10.584577563405261,0.011796571396323681
71,white,LM,1.1449490920378926,0.8367843312785476,11.753602249549434,1.133492002284339,0.8084592964160763,11.614687479426198,0.0025511120475483744
72,white,LM,1.0981699507040767,0.6380071661268848,10.077843949802745,1.1016380717055732,0.6286389927522491,10.131053822467177,0.0002910541744362667
73,white,LM,1.120696726696695,0.3978240090191308,6.090027207586282,1.1336942750457308,0.40628538043761175,6.357249834092856,0.0005639138068005021
74,white,LM,1.065010865410631,0.2874321278935272,9.521115788885583,1.0658032014652918,0.21885246651787904,9.502298483833082,0.012485802770775196
75,white,LM,1.3928267202756233,0.877263452240083,15.500196693792379,1.1789680400286484,0.6575805529619652,11.52649500585997,0.012888395645526228
76,white,LM,1.1286530060587479,0.7298346531332087,11.905336892271674,1.1320302809494296,0.7182715865556955,12.006607742466223,0.001927616917170618
77,white,LM,1.0477010380094467,0.7532285670124396,12.052946215412367,1.0382066427386927,0.7607419606455326,11.743171238137474,0.005834121304098484
78,white,LM,1.1109010023623187,0.22335487954391733,8.271584292821395,1.1145734113875214,0.20327050921408907,8.349367602022266,0.006338046878141218
79,white,LM,1.1419760850677088,0.15466112442026345,10.12846443798306,1.149283442406998,0.18779261929070953,10.325208948775032,0.0028158361790098555
80,white,LM,1.136098194484336,0.554372203438663,11.304101119127335,1.1553636112295917,0.5760560359837407,11.798472845974104,0.0036255006769881247
81,white,LM,1.0037340099930703,0.8271912323748934,10.562268170476939,1.0871975225762398,0.8074279448356393,12.212728815120917,0.01054933761100502
82,white,LM,1.111061130623377,0.7351333383081861,9.706199585372726,1.0554407738616833,0.6707836095243731,8.355961595013913,0.013066538513300693
83,white,LM,1.1439354390755796,0.8160612248580948,6.624087930452929,1.1227139607959176,0.8808028263579285,6.333039201313892,0.0004141002324697677
84,white,LM,1.187908459148343,0.9316412571661971,11.300135352316008,1.1453986731648378,0.868963231764404,10.377028621823266,0.0030213986814728823
85,white,LM,1.096127388010732,0.7348623544009395,8.276596320233054,1.101042857864548,0.7250052697068602,8.328108984929305,0.00010747583322650638
86,white,LM,1.0386407750598874,0.19320748593545073,7.501138165144581,1.036774470716835,0.20738327977808613,7.447485230084257,0.0019450418467422718
87,white,LM,1.1248290577402231,0.3936306013094007,7.967721482629848,1.1223693521646299,0.4172051373549087,7.967572886291185,0.004088031100461127
88,white,LM,1.2286776139767768,0.49734044383650483,10.42428875752902,1.151464555384599,0.6527500056763011,9.183679361953262,0.0015978471939384936
89,white,LM,1.024498251288515,0.965562996745276,5.110864464983692,1.1822737964543126,0.7032565088376351,6.560038933363496,0.0012599624458270382
90,white,LM,1.1982158392137487,0.6689749291840578,7.389942914777408,1.1980973768246312,0.6597704072284897,7.387960154922253,0.000111476401537008
91,white,LM,1.0724041739044436,0.7892749709965458,6.7576911284195464,1.0733624003123146,0.7987197373205456,6.83222716563786,0.000588112693390662
92,white,LM,1.1472248739446265,0.821095014037953,10.021220196012266,1.1604771135845553,0.7936206045367578,10.301878040136472,0.00020503370888368198
93,white,LM,1.1392583847433055,0.7289667597358955,5.986242431601047,1.1373577891038702,0.6953550496532991,6.0828884909307295,0.0008138952343488717
94,white,LM,1.1849397036381966,0.3970238894297445,7.638183956658845,1.1938120441925713,0.4176687187178807,7.7933259766633345,0.004072252299925054
95,white,LM,1.1039458009378065,0.2530613386266283,7.011301475427596,1.1013481820113864,0.2356259789607778,6.945833540048585,0.0009646520439549038
96,white,LM,1.2001262871119063,0.4943222387501889,6.915623866518778,1.171442531490006,0.4414777219847671,6.5525557103685905,0.0010949258741179207
97,white,LM,1.097768066590353,0.2543986310852729,11.65786727809686,1.1004076352833858,0.2582420798340367,11.748491814813175,0.0006569809455267353
98,white,LM,1.0638780815601716,0.4416594007024907,6.837304562700983,1.0574208662602267,0.4922495018405264,6.692608133723343,0.003903970951626598
99,white,LM,1.1855340894112434,0.33991998979135446,11.870672513800656,1.191311277593079,0.30576297838879035,12.065440801369409,0.0024340319278619267
100,white,LM,1.0572763734688237,0.26069332542080115,7.950427093347683,1.0565884666755232,0.21925186429615204,7.897708765811868,0.011307219231565049
101,white,LM,1.0348609681346481,0.7492056097139046,7.821090896738152,1.061884110224585,0.8340081488760634,9.102381855744998,0.02098816759501015
102,white,LM,0.9871199968940938,0.4942172129455223,7.762028694839506,1.0119086690896983,0.5177484351401809,8.572279580026386,0.02089207822379891
103,white,LM,1.0305828992328672,0.6671103401636652,13.13001647240484,1.0000908913133526,0.7264002624222096,12.099067010133865,0.005613598574299082
104,white,LM,1.0691007961037469,0.7683657555113519,12.058035505126787,1.0680396777033987,0.7794840412547133,12.029667421303113,0.003142592985781768
105,white,LM,1.0496359577052894,0.5616657456068009,8.940868780751021,1.0539231738586865,0.5707709190488662,9.053776714094234,0.00033339543982548013
106,white,LM,1.151246092860315,0.4042329342175208,7.39214690998202,1.1447278762059878,0.5190123338979982,7.2810722284996094,0.00591303926908395
107,white,LM,1.0010702579973525,0.7460347934799951,10.290156084845421,1.0029182644805474,0.7154254700857886,10.285793137345172,0.0014686752820324469
108,white,LM,1.1942874492361515,0.27756101435102964,11.298697853779888,1.1776040895848103,0.22508663747140042,10.967616296626197,0.008005999540947203
109,white,LM,1.20288501674333,0.3743154643549417,9.392426471196135,1.1626529701034296,0.37685946270000215,8.634515677849086,0.010861116084214304
110,white,LM,1.193106211576964,0.7676797414693133,7.889528795176029,1.1812050004226156,0.7716721238829511,7.665574429572253,0.0003018375483307273
111,white,LM,1.1568019127740121,0.7414815824169969,12.730577115075977,1.1528832454318643,0.7451747575307874,12.631342620985482,0.0008799662059609487
112,white,LM,1.1324751894949088,0.16354831717402116,9.885713961237457,1.130976637910119,0.1690490243951942,9.80917782259006,0.0023972786454190685
113,white,LM,1.1424703931739233,0.9721635113949221,7.850853696859276,1.1521502723364847,0.8305338553570744,8.026878629591973,0.005359827954335045
114,white,LM,1.1549656630927991,0.3041511893836777,7.836630959547865,1.1752474777918611,0.31082187149851215,8.211618096648664,0.00124945253169157
115,white,LM,1.1512671272500499,0.5740521886816365,10.610543587578633,1.170086553166611,0.554563153671594,11.09630853920315,0.008470238547062607
116,white,LM,1.0531707257847578,0.30551094065518886,10.481327875489221,1.0538804728303959,0.27363119309381045,10.500176391470596,0.0019642738263274573
117,white,LM,1.1874874746431807,0.15237330684884068,11.228535217449672,1.1897055612951148,0.16076711073506011,11.285383827637558,0.0006901639426037678
118,white,LM,1.1644757399619188,0.7207069072422212,7.496292476672883,1.1977382715989457,0.7971210341168813,7.9058471739375475,0.00979087676645223
119,white,LM,1.1364502960899245,0.6457166218861697,8.537791683996927,1.1381807073832035,0.6736379969105174,8.5006342409446,0.0016195079415747583
120,white,LM,1.1268127114755513,0.1710579906467217,7.950018708708564,1.1221332384464322,0.149069876379329,7.816246053901869,0.0007844283065966244
121,white,LM,1.1311409530400554,0.5991125375338274,9.208335219690976,1.1221980507026406,0.7128037213908445,9.02980336703325,0.010952569124290126
122,white,LM,1.1477378364851656,0.8248243586859644,10.912983228666405,1.1366259204660154,0.6799520086846,10.674339282896153,0.0044875584702785505
123,white,LM,1.197844981058873,0.7298836986802822,10.710908654712695,1.1805478217773429,0.8283292179338074,10.483363257041965,0.00373998893126011
124,white,LM,1.076084266451428,0.8362747344952571,8.260459091378026,1.0616159907101868,0.8647707031203239,8.028926118285199,0.0011613158014217755
125,white,LM,1.0953359705798327,0.774834480140245,10.557765372133188,1.0798080910150647,0.8391359096940857,10.089581584973839,0.007202374844983759
126,white,LM,1.0678974878844734,0.22472943770328366,12.08140427020857,1.0629159075350179,0.3743716299741541,11.75709525842023,0.014737136534538951
127,white,LM,1.1456077806954512,0.5403935282182996,11.696764089733094,1.1438103702182671,0.545654244303671,11.609326648068013,0.0011915803188053725
128,white,LM,1.0032857587686677,0.8160618298606305,7.694330909941858,1.0067850324621324,0.7924149191775246,7.52856407805488,0.002068961615540531
129,white,LM,1.0787939342546993,0.2963585776784007,6.159105961307283,1.080395285522469,0.30471342251068934,6.188846600200249,0.0002060694839106786
130,white,LM,1.113938762513585,0.5109329618418377,7.812084345013318,1.0805855412322094,0.7163704792497625,6.990609397410212,0.016795089895948547
131,white,LM,0.9960083924733669,0.6876783341289633,8.625422878666651,1.0783716475890592,0.4781095553714745,10.151913353033313,0.0027343594959736645
132,white,LM,1.1136544038034029,0.27247131717461653,6.273931023649221,1.1132544475932757,0.350616116955494,6.31176542021263,0.01849641061744731
133,white,LM,1.0485527840160802,0.1338945348263554,6.434949324830759,1.0488904379992643,0.1361544372614456,6.455449334054277,0.00034035136654820864
134,white,LM,1.1629094306743955,0.6623052858689018,11.658708797252395,1.1776592214382156,0.5687850358648902,11.861757411165284,0.008455274427160205
135,white,LM,1.0681921315380272,0.9626343939922549,8.587622502512719,1.0753278530861492,0.8897996157541319,8.67817555412672,0.0015689044355002599
136,white,LM,1.188420048495185,0.16747913343995374,9.123475266083435,1.190776470803426,0.19343549824294382,9.145712934849954,0.0010407109556862682
137,white,LM,1.305816919598502,0.7353896056790676,7.446546316120758,1.1853394074038153,0.6212354015385213,6.273471786738061,0.006770815176187597
138,white,LM,1.0876608272640749,0.6756075381603128,7.784802462061235,1.0692603376050442,0.6839540395395985,7.2676605180054965,0.0036755579839260564
139,white,LM,1.0545874646613587,0.6578889649082174,6.005428069575846,1.0734634934543563,0.6060039971788378,6.352065873984221,0.00039649430855766147
140,white,LM,0.984091791733328,0.7695834441648425,8.814284784220145,1.1234375842564142,0.7632350000811552,11.764666117661145,0.006539637011160765
141,white,LM,1.0841106871722566,0.5304683248664354,7.717589468575445,1.0790651339896327,0.5334615991985866,7.594393181398087,0.0014888361488880196
142,white,LM,1.0216475005244574,0.3848601770069642,11.748236690670781,1.0214720858490136,0.3966498976867677,11.854689556962494,0.0039051301019122956
143,white,LM,1.058857812819969,0.30295569568105896,9.661171955851366,1.056177948126578,0.2883468151706643,9.667095837528699,0.014847798999865512
144,white,LM,1.0223881525639802,0.49346626924528153,11.314384084510623,1.0370398079267615,0.6510985163146311,11.705766715701138,0.013925037511124293
145,white,LM,1.1141646053656091,0.4198311715294911,8.40534568393291,1.0838923374847438,0.39611188696231625,7.741221283874278,0.002215673749368809
146,white,LM,0.9840637506634801,0.8540387915784413,7.294912410105326,1.1773507564998071,0.7671589526154657,8.581971022145447,0.01836752096805351
147,white,LM,1.0916487488734736,0.5719877467642106,10.136363409278516,1.0932353027467092,0.5646953218093765,10.165873451590036,0.0005387579104841662
148,white,LM,1.0096305449642984,0.19213469525596233,7.8783493191076674,1.0091731331029232,0.28251183868018104,7.914652027762365,0.010766222344553454
149,white,LM,1.1128977148019368,0.7693766469418323,6.951533147446497,1.1529417244823505,0.4989181454131211,7.882519241126316,0.012158572706961818
150,white,LM,1.1623255664958785,0.09015023851746075,12.17878744730528,1.171510261341165,0.14545486406599972,12.402205656994258,0.016192814232796213
151,white,LM,1.1772704676352566,0.17389414459222866,6.23419526037377,1.1759764178336563,0.16238577973705787,6.218479902426321,0.0008377946834328573
152,white,LM,1.0678866206645736,0.5466016260110972,9.12943685006086,1.08336427097904,0.4812062947536343,9.404161352830926,0.007282390731560634
153,white,LM,1.0586451809861608,0.5054338922865572,11.208620354649025,1.0588271120886306,0.5709879227079877,11.181414647336169,0.0019313690185613541
154,white,LM,0.96923509626366,0.7626015988511272,4.867524115062789,1.1936296807569635,0.882780371237667,8.293329920932383,0.012042724544595786
155,white,LM,1.0760268431179025,0.10714370806966225,12.46685200456033,1.075701706552132,0.11728550327242751,12.451475769087786,0.00026014561815371976
156,white,LM,1.1067161118763769,0.32286410822269457,8.935004476085979,1.1111963763084913,0.35119014176317565,9.053942427982284,0.0039183147703167436
157,white,LM,1.188710865922705,0.25533080843117417,11.753781374453082,1.1952731224052369,0.28737805979101516,11.981284646457278,0.004043718720918775
158,white,LM,1.1794025614627084,0.40794040253071895,12.704453402698705,1.16970264682961,0.3952139588704874,12.47437589945093,0.004797527523855401
159,white,LM,1.1911961528097834,0.20470206627857107,11.222741529660727,1.1775727909784,0.21303049757216438,10.91037974465175,0.009651222208166386
160,white,LM,1.2015745784836673,0.029833662721333778,13.440444763592202,1.1832036108136217,0.1951792123977148,12.732113855212098,0.012647531090283062
161,white,LM,1.1899941662623472,0.2286935371569083,10.61594077100155,1.1415772778466067,0.28491336624386543,9.531521042969057,0.016761946042755726
162,white,LM,1.0656721624614651,0.2293855284234799,11.709992841539469,1.0651051078412923,0.22566244868428242,11.692100954308856,0.00014326592086089354
163,white,LM,1.0494975966452256,0.6223528657362646,8.820461540092756,1.0375767360556825,0.5829049371175964,8.4292147222018,0.0051425405559036835
164,white,LM,1.1662623352082877,0.42298963380678894,7.955351889070077,1.1485692440771955,0.46010711259891346,7.6500032883817255,0.0023404423080578616
165,white,LM,0.9901368599972955,0.790501376517861,5.718223639785078,1.1141548067849234,0.8329214742322947,7.467083242633415,0.006695638949870073
166,white,LM,1.0068700809864213,0.8109543196882563,8.251989638532194,1.016684517476826,0.8066620169220733,8.40401202370705,0.0013690563885585777
167,white,LM,1.1890171270950565,0.648736727731677,8.946096480415372,1.1723567618776807,0.7020522909724595,8.83378208248038,0.007071813107299908
168,white,LM,1.0216951193477204,0.7190673325970989,12.668471718086188,1.0183528982762287,0.6962762950699215,12.592866157311196,0.0056698757732144105
169,white,LM,1.2492248020644765,0.13648710476056833,10.42589894048684,1.168275705331998,0.4639359286448713,9.511392107520244,0.0073955550851676115
170,white,LM,1.1781093593366332,0.3693217306306512,12.479561900341643,1.1592895507967216,0.5478374238928009,11.986889755099579,0.006876868146088559
171,white,LM,1.190928989293118,0.5453594471574287,11.208554340209714,1.195015311593086,0.5821622652201589,11.393425087168644,0.0008952558243626988
172,white,LM,1.0758521684392914,1.0221848199395323,7.7805755902767295,1.0549507788747403,0.8464173340430742,7.570911655016531,0.015456818483663263
173,white,LM,1.005325988565634,0.29324685301153297,9.489601041455122,1.0052591678189629,0.3066192053922009,9.481168605550799,0.0005856929987800208
174,white,LM,1.101953525349528,0.5959503537861509,10.875080145502041,1.1030041026147865,0.5791625374377415,10.772817055758555,0.002651812257517723
175,white,LM,1.2047734699071604,0.966529298185957,7.033530830282585,1.1859313665815643,0.8667208327205048,7.384388121607186,0.017927764940318135
176,white,LM,1.1859587180603586,0.6319042742571589,9.352183784121879,1.1886006731652545,0.644093831591568,9.43281874222249,0.0005063222721972321
177,white,LM,1.0705639892213301,0.5617748949925027,7.085025754747384,1.0705054729316443,0.5854876894164117,7.198419569676288,0.0022941754717033646
178,white,LM,1.0764805587103272,0.34385120559955745,11.689036593176018,1.0780336161303126,0.32505756925737694,11.72096360442223,0.0007211133241254838
179,white,LM,1.1965949198133914,0.43419713169853724,9.351867742010157,1.191580478249803,0.439713656950253,9.251817655978744,0.00014944234986480657
180,white,LM,1.180902507011612,0.5368382246352941,8.100282245090682,1.1631671361927203,0.506524915512414,7.78581083859435,0.009952931998206559
181,white,LM,1.1884125804692054,0.27649401736806023,6.3336352642555775,1.1869889495561692,0.1934669591885336,6.2554845454676045,0.013994795793218308
182,white,LM,1.1625425765043387,0.3558345496895836,10.117506483328432,1.1610696409921704,0.3537047713712287,10.116408886148182,0.0004835344619792477
183,white,LM,1.105593703264196,0.38645585727913523,12.302357248273008,1.1016205085063633,0.48426070561373225,12.391423560712967,0.011000723130410301
184,white,LM,1.0156134012142772,0.6589297111222335,10.900561172438536,1.0275238040686259,0.623882055601823,11.678581280791253,0.016370259466199806
185,white,LM,1.1025530521782458,0.8518372003495457,11.84021533688105,1.1041629217378883,0.8633222925179473,11.97290391703963,0.002088811576232445
186,white,LM,1.0176099438270212,0.10324021032680711,9.437155580356027,1.0179497508134723,0.1158533542790715,9.441700037835174,0.0037943449114846064
187,white,LM,1.1557954384307707,0.40994997298813096,7.822423436164573,1.1560343320778597,0.4593707351868662,7.835051268545209,0.0016005179978314998
188,white,LM,1.1645324388278573,0.08713069158345597,12.342282649547599,1.1411543852758796,0.1561266482395287,11.674876052018568,0.019499634673950165
189,white,LM,1.1142884296858633,0.6197562324655885,12.180107687730189,1.115834903374448,0.6228240089904172,12.342829265574043,0.00418335399542264
190,white,LM,1.0749953049090546,0.284863601005738,6.957314183628513,1.0711242822513467,0.2288986752896654,7.094550307197103,0.014742055050579208
191,white,LM,1.149614505388516,0.31615048364631043,11.341799138549293,1.1446447589525075,0.3362389258030236,11.319136129468564,0.014563127147184636
192,white,LM,1.086830647315334,0.5341365298279995,12.089943463237354,1.0869932911310805,0.536668074131358,12.106246854546702,0.0044010854375077305
193,white,LM,0.9705435762317899,0.8000014116313248,6.79171318616562,1.088773310493671,0.7182424025159092,9.766114831633661,0.012044644131530223
194,white,LM,1.1449570313848554,0.3632719807400843,10.459032915676707,1.122060462166796,0.4248546099799708,9.97009750914292,0.006823389149324202
195,white,LM,1.1203702596097975,0.22751071314568527,8.709101475351867,1.1216406172897426,0.29227281987014486,8.755754207253647,0.0014227573239987469
196,white,LM,1.0403249485932777,0.30963445343240836,12.715777429361864,1.0433859859772654,0.33199533284382704,12.759977030998112,0.006590968611674011
197,white,LM,1.1514506844203762,0.46921342418887757,10.507641989141105,1.1466285777946452,0.44956035943176065,10.371399673501081,0.006566077333890887
198,white,LM,1.0276987835649098,0.6961368161920154,10.087778288440449,1.0365415867712933,0.6810113023517645,10.26565696481798,0.002181260461224916
199,white,LM,1.116559190729852,0.6860306790157394,8.578922683799616,1.158478915499488,0.8057525752026748,9.876651502112974,0.013499232629318906
200,white,LM,0.9919253569104457,0.9198876533096036,7.993139283489597,1.0571282461267872,0.8857134052578378,9.315325044231477,0.0143996188825326
201,white,LM,1.0843819903202334,0.7484530917574468,5.896139427539719,1.0990726917030493,0.8331224016776011,6.098163505497189,0.0022958489833448457
202,white,LM,1.06955170900404,0.9245915178569375,6.429231096570181,1.1378418664386625,0.8673277373281353,7.276518182608718,0.006009538766535613
203,white,LM,1.0853345120196713,0.5131102263668315,8.253893979892274,1.0892295835325587,0.4784082262228855,8.323253556329373,0.0039351553435000445
204,white,LM,1.0869983726403543,0.43564221649520923,8.653793915336728,1.0975745014225815,0.41119257638431106,8.92285431492001,0.013178182839972004
